ID,PESO
0,5.139920045688179
1,2.8776978417266186
2,3.125
3,6.435911303407247
4,3.051643192488263
5,6.240786240786241
6,7.874015748031496
7,10.34097261039687
8,2.389078498293516
9,3.252032520325203
10,5.2631578947368425
11,0.7246376811594203
12,0.9803921568627452
13,8.26888756692445
14,7.881773399014778
15,4.0
16,3.8461538461538463
17,2.7777777777777777
18,4.169046259280411
19,0.8928571428571429
20,4.164413196322337
21,1.1737089201877935
22,3.587223587223588
23,3.937007874015748
24,2.7948574622694244
25,0.9433962264150944
26,2.032520325203252
27,1.8306636155606408
28,0.7246376811594203
29,1.96078431372549
30,3.5296450525480862
31,4.838709677419355
32,2.955665024630542
33,1.9230769230769231
34,3.3123929183323817
35,1.3392857142857142
36,4.236524247340905
37,2.347417840375587
38,3.488943488943489
39,3.937007874015748
40,3.0743432084963667
41,2.04778156996587
42,2.032520325203252
43,2.745995423340961
44,3.6231884057971016
45,0.4901960784313725
46,2.8157842554035297
47,1.6129032258064515
48,1.477832512315271
49,3.0553969160479726
50,2.8776978417266186
51,1.3392857142857142
52,0.2824858757062147
53,2.43374797187669
54,2.816901408450704
55,2.6535626535626538
56,1.1811023622047243
57,3.5215204024594744
58,3.754266211604096
59,1.6260162601626016
60,1.8306636155606408
61,2.1739130434782608
62,2.3993654570692047
63,1.6129032258064515
64,2.4630541871921183
65,4.0
66,1.9230769230769231
67,1.5705311250713878
68,0.8928571428571429
69,2.3616369208581216
70,0.9389671361502347
71,2.2604422604422605
72,1.7716535433070866
73,1.5092230296254892
74,0.3412969283276451
75,1.6260162601626016
76,0.6864988558352403
77,2.1739130434782608
78,0.4901960784313725
79,3.15288518738846
80,3.225806451612903
81,0.9852216748768472
82,4.0
83,7.6923076923076925
84,2.7777777777777777
85,1.941747572815534
86,0.7194244604316546
87,1.766720749954931
88,0.704225352112676
89,1.9164619164619163
90,0.7874015748031497
91,1.732811626607043
92,0.4065040650406504
93,4.118993135011442
94,0.7246376811594203
95,2.450980392156863
96,2.201070791195717
97,6.451612903225806
98,2.955665024630542
99,1.9230769230769231
